heading,question,answer,column,value_min,value_max,n_surveys
Demographics,Env Issues,v lib,453,0,1,2670
Demographics,Env Issues,no opinion,454,0,1,2670
Demographics,Zip Code,answerd,455,NA,NA,10085
Demographics,Zip Code,Zip,456,0,913611,9369
Demographics,Years at Zip,answered,457,0,15,10010
Demographics,Years at Zip,ZipYrs,458,0,1970,9069
Demographics,Occupation,answered,459,0,1,9618
Demographics,Occupation,Job,460,NA,NA,8414
Demographics,Year Born,answered,461,0,1,10018
Demographics,Year Born,Born,462,0,2008,8693
Demographics,Year Born,Age,463,13,87,1324
Demographics,Household Income,answered,464,0,10,9584
Demographics,Household Income,"<30,000",465,0,1,8083
Demographics,Household Income,"$30-60,000",466,0,1,8081
Demographics,Household Income,"$60-90,000",467,0,1,8050
Demographics,Household Income,"$90-120,000",468,0,1,5969
Demographics,Household Income,">120,000",469,0,1,3560
Demographics,Household Income,">150,000",470,0,1,1253
Demographics,Voter,answered,471,0,1,9618
Demographics,Voter,yes,472,0,11,8843
Demographics,Voter,no,473,0,1,8714
Demographics,Gender,answered,474,0,1,7515
Demographics,Gender,male,475,0,1,7035
Demographics,Gender,female,476,0,1,6978
Demographics,Education,answered,477,0,1,8572
Demographics,Education,some HS,478,0,1,7731
Demographics,Education,HS,479,0,1,7813
Demographics,Education,some college,480,0,1,7913
Demographics,Education,college,481,0,1,7872
Demographics,Education,grad,482,0,1,7803
Demographics,Language,answered,483,0,1,4612
Demographics,Language,English,484,0,1,4379
Demographics,Language,Spanish,485,0,1,4378
Demographics,Language,other*,486,0,1,4376
Demographics,Language,*response,487,NA,NA,650
